,query_string_n,count,amount,verif_match,audit_type,match_0_n,match_1_n,match_2_n,score_0_n,score_1_n,score_2_n,match_0_n_lev,match_1_n_lev,match_2_n_lev
1918,DR N C S COLE AND PARTNERS,52,3037289.0,Named Doctor,1,N S C A,DR N DUMPHY AND PARTNERS,COLE N COLE LIMITED,17.856396,17.730892,17.049126,19.0,8.0,17.0
1919,DR N C WARD AND PARTNERS,105,8401087.0,Named Doctor,1,DR N DUMPHY AND PARTNERS,N WARD LIMITED,C WARD LIMITED,17.730892,14.915298000000002,14.088238,6.0,15.0,15.0
1920,DR N CHANDRA,1,68238.0,Named Doctor,1,DR M CHANDRA LIMITED,DR CHANDRA SURGERY GPF LIMITED,A CHANDRA LIMITED,17.563137,15.807159,14.028220999999998,9.0,22.0,12.0
1921,DR N CROWLEY,51,3601472.0,Named Doctor,1,CROWLEY AND CROWLEY LIMITED,CROWLEYS LIMITED,STANTA CROWLEY,15.767653,13.342026,13.342026,16.0,13.0,5.0
1922,DR N DEVASIA,22,647326.0,Named Doctor,1,DEVASIA LIMITED,DEVASIA CARE LIMITED,DR A N PATEL LIMITED,17.508952999999998,15.320858,12.493602000000001,13.0,16.0,13.0
1923,DR N E ACQUAH,57,2777814.0,Named Doctor,1,N E N A,ACQUAH ANALYTICS LIMITED,ACQUAH LODGE LIMITED,15.343159,14.158697,14.158697,8.0,21.0,17.0
1924,DR N E WIN,32,930460.0,Named Doctor,1,FLAGG COURT DR N WIN,N E N A,E WINNING WORLD LIMITED,18.763096,15.343159,14.102482,13.0,6.0,19.0
1925,DR N EVANS,1,26795.0,Named Doctor,1,DR AND H EVANS LIMITED,DR EMMA EVANS LIMITED,DR MCKENZIE EVANS LIMITED,13.944975,13.944975,13.944975,12.0,12.0,15.0
1926,DR N FORD,24,823613.0,Named Doctor,1,A N FORD SURVEYORS LIMITED,N FORD HAULAGE LIMITED,N J FORD LIMITED,13.848309,13.848309,13.848309,20.0,18.0,11.0
1927,DR N G ECKERSLEY AND PARTNERS,85,10803609.0,Named Doctor,1,DR N DUMPHY AND PARTNERS,DR G LEES AND PARTNERS,DR G N JONES LIMITED,17.730892,17.252281,16.071606,10.0,9.0,19.0
1928,DR N G WALKER AND PARTNER,101,2753616.0,Named Doctor,1,DR N DUMPHY AND PARTNERS,DR G LEES AND PARTNERS,DR G N JONES LIMITED,17.730892,17.252281,16.071606,9.0,7.0,16.0
1929,DR N HATIKAKOTY,4,154101.0,Named Doctor,1,DR A N PATEL LIMITED,DR A N SULKE LIMITED,DR HANTSDOC N OOH,12.493602000000001,12.493602000000001,12.493602000000001,12.0,14.0,12.0
1930,DR N ISSAC,9,302526.0,Named Doctor,1,ISSAC LIMITED,ISSAC PHELPS,ISSAC ALPHA LIMITED,15.895039,15.895039,13.908635,11.0,11.0,16.0
1931,DR N J FLETCHER AND PARTNERS,86,6690883.0,Named Doctor,1,DR N DUMPHY AND PARTNERS,DR J BARRELL AND PARTNERS,DR J GREIG AND PARTNERS,17.730892,16.569315,16.569315,9.0,10.0,9.0
1932,DR N J HARDING AND PARTNERS,71,2667415.0,Named Doctor,1,DR J HARDS PRACTICE,DR N DUMPHY AND PARTNERS,HARDING PARTNERS,19.398958,17.730892,17.10439,15.0,9.0,11.0
1933,DR N J MUTTUCUMARU,28,1513194.0,Named Doctor,1,DR N J BHUVA LIMITED,DR J N D MAYERS LIMITED,DR A N PATEL LIMITED,15.456923000000002,14.0519905,12.493602000000001,11.0,15.0,13.0
1934,DR N J TAYLOR AND PARTNERS,77,3337492.0,Named Doctor,1,DR N DUMPHY AND PARTNERS,J N TAYLOR LIMITED,DR J BARRELL AND PARTNERS,17.730892,17.114422,16.569315,8.0,14.0,8.0
1935,DR N K SHARMA,20,645512.0,Named Doctor,1,DR SHARMA,DR SHARMA AND PARTNERS,A K SHARMA LIMITED,20.853985,18.24786,17.04523,4.0,16.0,12.0
1936,DR N KASSAM,2,58512.0,Named Doctor,1,KASSAM LIMITED,KASSAM HOLDINGS LIMITED,KASSAM RAI LIMITED,15.774045000000001,13.802762,13.802762,13.0,20.0,15.0
1937,DR N KHAN,23,703466.0,Named Doctor,1,DR KHAN,DR SAMUEL AND DR KHAN,DR F KHAN,18.987755,17.437298000000002,16.614853,2.0,12.0,1.0
1938,DR N KHAN AND PARTNERS,105,4458280.0,Named Doctor,1,DR KHAN AND PARTNERS,DR KHAN,DR N DUMPHY AND PARTNERS,22.506649,18.987755,17.730892,2.0,15.0,6.0
1939,DR N KUMAR CENTRAL SURGERY,17,660862.0,Named Doctor,1,DR AP KUMAR,DR KUMAR LIMITED,CENTRAL SURGERY,18.008963,18.008963,16.432095,18.0,15.0,11.0
1940,DR N MERALI AND PTNRS,69,8381803.0,Named Doctor,1,DR AHMAD AND PTNRS,MERALIS LIMITED,L MERALI LIMITED,22.803747,15.22763,13.324632999999999,6.0,14.0,12.0
1941,DR N N SABHARWAL AND DR C K SABHARWAL,9,331921.0,Named Doctor,1,SABHARWAL LIMITED,SABHARWAL HAULAGE LIMITED,THE DR N K SHAH TRUST,34.204370000000004,29.929844,27.513409999999997,27.0,26.0,27.0
1942,DR N NAGPAL AND PARTNER,89,4491553.0,Named Doctor,1,DR N NAGPALS PRACTICE,DR N DUMPHY AND PARTNERS,NAGPAL ADVISORS LIMITED,25.079445,17.730892,14.158697,9.0,6.0,18.0
1943,DR N P ROLLS AND PARTNERS,95,6648752.0,Named Doctor,1,DR N DUMPHY AND PARTNERS,DR PAL P AND PARTNER,DR H P BORSE AND PARTNER,17.730892,17.243181,15.519194,7.0,8.0,6.0
1944,DR N PARRYJONES AND PARTNER,87,3687110.0,Named Doctor,1,DR N DUMPHY AND PARTNERS,PARRYJONES LIMITED,C PARRYJONES LIMITED,17.730892,16.555767000000003,14.486792999999999,11.0,14.0,13.0
1945,DR N PATEL AND PARTNERS NEAR CREWE,49,1450660.0,Named Doctor,1,DR A N PATEL LIMITED,DR A PATEL,CREW NEAR YOU LIMITED,20.93338,19.402061,17.748177,21.0,25.0,26.0
1946,DR N PATEL AND PARTNERS ROTHERHAM,83,4529361.0,Named Doctor,1,DR A N PATEL LIMITED,DR A PATEL,DR N DUMPHY AND PARTNERS,20.93338,19.402061,17.730892,21.0,24.0,16.0
1947,DR N R DE GAY AND PTRS,42,3695907.0,Named Doctor,1,DR INGRAM AND PTRS,DR GAYE LIMITED,DR N R A HOSSAIN LIMITED,21.96968,18.400995,15.829104999999998,8.0,15.0,14.0
1948,DR N R JACKSON AND PARTNERS,79,6742208.0,Named Doctor,1,N R JACKSON LIMITED,R N JACKSON LIMITED,DR N DUMPHY AND PARTNERS,18.367332,18.367332,17.730892,13.0,13.0,9.0
1949,DR N R STANGER AND PARTNERS,117,5884213.0,Named Doctor,1,R STANGER LIMITED,DR N DUMPHY AND PARTNERS,DR R KAPUR AND PARTNERS,19.055138,17.730892,16.982843,15.0,9.0,7.0
1950,DR N S E HAYWARD AND PARTNERS,165,9520448.0,Named Doctor,1,S E N S E,DR N DUMPHY AND PARTNERS,N E E D E S,19.131908,17.730892,17.112083,22.0,9.0,20.0
1951,DR N S GOULD AND DR R LAL,14,437225.0,Named Doctor,1,DR GOULD AND ALTIMMAN,DR PJ GOULDING LIMITED,DR N R A HOSSAIN LIMITED,25.21694,22.415653,21.815704,11.0,14.0,17.0
1952,DR N S THOMSON AND PARTNERS,214,7036882.0,Named Doctor,1,DR N DUMPHY AND PARTNERS,DR S BRINKSMAN AND PARTNERS,DR N S HOWCROFT LIMITED,17.730892,16.812948000000002,15.676197,8.0,9.0,16.0
1953,DR N SADDIQ,1,26416.0,Named Doctor,1,DR N SADDIQS PRACTICE,SADDIQ AND CO LIMITED,SADDIQ DEVELOPMENTS LIMITED,25.559792,14.699072,14.699072,10.0,16.0,22.0
1954,DR N SAI SANKAR,17,457626.0,Named Doctor,1,ACHYUT SANKAR LIMITED,SANKAR HEATH LIMITED,SANKARS CONSTRUCTION LIMITED,14.699072,14.699072,14.699072,16.0,17.0,23.0
1955,DR N SAIKIA VARMAN AND PARTNER,40,1694768.0,Named Doctor,1,DR N DUMPHY AND PARTNERS,MONICA SAIKIA LIMITED,ROBIN SAIKIA LIMITED,17.730892,15.320858,15.320858,14.0,21.0,19.0
1956,DR N SELVADURAI,8,319297.0,Named Doctor,1,DAVID SELVADURAI LIMITED,DR A N PATEL LIMITED,DR A N SULKE LIMITED,15.861232999999999,12.493602000000001,12.493602000000001,12.0,13.0,12.0
1957,DR N SELVAN,44,2082047.0,Named Doctor,1,SELVAN FOOD AND WINE LIMITED,SELVAN MEDICAL ASSOCIATES LIMITED,DR A N PATEL LIMITED,13.618904,13.618904,12.493602000000001,23.0,28.0,13.0
1958,DR N SIDDA,2,58731.0,Named Doctor,1,SIDDA 1 LIMITED,SIDDA HOUSE LIMITED,SIDDA HS LIMITED,14.699072,14.699072,14.699072,11.0,15.0,12.0
1959,DR N SIVANESAN,55,1873335.0,Named Doctor,1,DR SIVANESAN AND PARTNER,DR A N PATEL LIMITED,DR A N SULKE LIMITED,23.344122,12.493602000000001,12.493602000000001,14.0,14.0,14.0
1960,DR N SORNALINGAM AND PARTNERS,66,2117178.0,Named Doctor,1,DR N DUMPHY AND PARTNERS,DR A AZAM AND PARTNERS,DR AHMED AND PARTNERS,17.730892,13.374683,13.374683,11.0,9.0,12.0
1961,DR N T MISTRY AND PARTNER,51,1932512.0,Named Doctor,1,DR N DUMPHY AND PARTNERS,DR S MISTRY LIMITED,DR T P FOX AND PARTNERS,17.730892,16.392704000000002,15.741176999999999,7.0,12.0,9.0
1962,DR N THORPE AND PARTNERS,25,1170209.0,Named Doctor,1,DR N DUMPHY AND PARTNERS,N AND R THORPE LIMITED,DR A AZAM AND PARTNERS,17.730892,14.160291,13.374683,6.0,16.0,7.0
1963,DR N VAJPEYI,67,2174787.0,Named Doctor,1,DR A N PATEL LIMITED,DR A N SULKE LIMITED,DR HANTSDOC N OOH,12.493602000000001,12.493602000000001,12.493602000000001,13.0,13.0,13.0
1964,DR NADA YAQOB,1,27663.0,Named Doctor,1,NADA AND NADA LIMITED,NADA,NADA LIMITED,16.785522,16.569775,14.203311,14.0,9.0,10.0
1965,DR NAGPAL AND PARTNERS,42,1962560.0,Named Doctor,1,DR N NAGPALS PRACTICE,NAGPAL ADVISORS LIMITED,NAGPAL AND SONS LIMITED,19.237478,14.158697,14.158697,12.0,17.0,15.0
1966,DR NALLETAMBY AND PARTNERS,60,4695898.0,Named Doctor,1,DR A AZAM AND PARTNERS,DR AHMED AND PARTNERS,DR AKESTER AND PARTNERS,13.374683,13.374683,13.374683,7.0,8.0,8.0
1967,DR NAMIT DABAS,1,61415.0,Named Doctor,1,DABA LIMITED,NAMIT 786 LIMITED,NAMIT CONSULTING LIMITED,15.664067000000001,14.964922,14.964922,10.0,14.0,20.0
1968,DR NANA A AND PARTNERS,51,3554165.0,Named Doctor,1,THE DR NANA GRUER HEALTH INITIATIVE GHANA,DR A AZAM AND PARTNERS,DR AHMED AND PARTNERS,13.782860000000001,13.374683,13.374683,28.0,4.0,5.0
1969,DR NANDHA H D AND PTNRS,46,2845389.0,Named Doctor,1,DR AHMAD AND PTNRS,NANDHA LIMITED,DR D H CONWAY LIMITED,22.803747,15.774045000000001,15.684586,7.0,15.0,18.0
1970,DR NANDI D K AND PARTNERS,44,4468335.0,Named Doctor,1,NANDI LIMITED,NANDY LIMITED,K AND D CAPITAL PARTNERS LP,14.749726999999998,14.749726999999998,14.365078,17.0,18.0,14.0
1971,DR NATHAN,28,962818.0,Named Doctor,1,DR NATHAN HOLT LIMITED,DR PAUL NATHAN LIMITED,DR NATHAN HEALTHCARE CONSULTING LIMITED,15.520797,15.520797,13.969014000000001,13.0,13.0,30.0
1972,DR NATHOO,42,3257303.0,Named Doctor,1,MINNA NATHOO LIMITED,NATHOO ESTATES LIMITED,ASHLEY NATHOO AND CO LIMITED,14.964922,14.964922,13.302507,13.0,19.0,21.0
1973,DR NAYAR AND PARTNERS,39,1769256.0,Named Doctor,1,NAYAR JK,NAYAR LIMITED,THE NAYAR PRACTICE,16.353813,16.353813,16.353813,15.0,13.0,13.0
1974,DR NAYAR J K,78,3251938.0,Named Doctor,1,NAYAR JK,NAYAR LIMITED,THE NAYAR PRACTICE,16.353813,16.353813,16.353813,4.0,10.0,11.0
1975,DR NAYLOR W G AND PARTNERS,30,1589350.0,Named Doctor,1,DR G LEES AND PARTNERS,G AND W PARTNERS LIMITED,W AND G COGHILL AND PARTNERS,17.252281,16.448603,16.448603,9.0,21.0,13.0
1976,DR NAZKI M T AND DR MIR A,63,2042963.0,Named Doctor,1,DR M T KHAN LIMITED,DR M T SHAFIK LIMITED,DR T M ECKERSLEY LIMITED,21.427742000000002,21.427742000000002,21.427742000000002,15.0,17.0,19.0
1977,DR NDH JONES AND PARTNERS,87,3488283.0,Named Doctor,1,DR JONES,NDH LIMITED,DR JONES CHARITY,16.934778,14.965214999999999,14.818439000000001,17.0,19.0,14.0
1978,DR NDIRIKA,48,3897605.0,Named Doctor,1,WHYBURN SMS DR NDIRIKA,DR AND DR LIMITED,DR ANDERSON AND DR AHMED,20.750882999999998,10.106287,9.319778,12.0,10.0,17.0
1979,DR NELMS AND PARTNERS,4,434089.0,Named Doctor,1,NELM LIMITED,SAMUEL NELMES,DR A AZAM AND PARTNERS,15.089316,15.089316,13.374683,14.0,15.0,6.0
1980,DR NEOGY,19,594168.0,Named Doctor,1,NEOGI FAMILY NETWORK LIMITED,DR AND DR LIMITED,DR ANDERSON AND DR AHMED,14.099248999999999,10.106287,9.319778,24.0,13.0,18.0
1981,DR NEWBOUND A D AND PARTNERS,100,8018895.0,Named Doctor,1,D P NEWBOUND LIMITED,DR A AZAM AND PARTNERS,DR AHMED AND PARTNERS,18.759870000000003,13.374683,13.374683,16.0,11.0,11.0
1982,DR NEWLEY K P,5,161924.0,Named Doctor,1,P P A K LIMITED,P P K LIMITED,NEWLEY ASSET MANAGEMENT LIMITED,13.084591,13.084591,13.066189,13.0,12.0,26.0
1983,DR NF LEWIS,1,30276.0,Named Doctor,1,DR WILLIAM LEWIS,DR AM LEWIS PRACTICE,DR CORINNE LEWIS LIMITED,15.603883999999999,13.870488,13.870488,7.0,11.0,14.0
1984,DR NICHOLAS AND PARTNERS,95,8254212.0,Named Doctor,1,DR NICHOLAS AKERMAN LIMITED,DR NICHOLAS EDUCATIONAL LIMITED,DR NICHOLAS HUDSON LIMITED,14.391678,14.391678,14.391678,13.0,16.0,12.0
1985,DR NICHOLAS COOK,1,26635.0,Named Doctor,1,NICHOLAS COOK,NICHOLAS COOKS CHARITY,DR COOKS LIMITED,19.425167000000002,16.997602,15.773175,3.0,12.0,12.0
1986,DR NICHOLLS J A J,125,4335769.0,Named Doctor,1,J AND J NICHOL LIMITED,A AND J NICHOLLS LIMITED,J A NICHOLLS LIMITED,21.603928,20.079672,20.079672,14.0,13.0,10.0
1987,DR NIELSEN AND BROWN,15,410633.0,Named Doctor,1,NIELSENS LIMITED,AESTHETICS BY DR BROWN LIMITED,DR A J BROWN LIMITED,13.617578,13.217764,13.217764,13.0,21.0,17.0
1988,DR NIELSEN AND PARTNERS,57,4926700.0,Named Doctor,1,NIELSENS LIMITED,DR A AZAM AND PARTNERS,DR AHMED AND PARTNERS,13.617578,13.374683,13.374683,14.0,7.0,6.0
1989,DR NISHAN FERNANDO,1,40157.0,Named Doctor,1,DR FERNANDO LIMITED,DR FERNANDOS NEUROLOGY CLINIC LIMITED,NISHAN BUILDERS LIMITED,19.171124,15.337632999999999,14.310076,13.0,28.0,17.0
1990,DR NITIN LAKHANI,1,25956.0,Named Doctor,1,DR MK LAKHANIS PRACTICE,NITIN LIMITED,LAKHANI LIMITED,18.388485,15.664067000000001,15.089316,15.0,9.0,13.0
1991,DR NIXON,38,1068432.0,Named Doctor,1,DR JULIAN NIXON LIMITED,NIXON AND NIXON PLASTICS LIMITED,NIXON AND NIXON SALES LIMITED,16.028835,13.138643,13.138643,15.0,26.0,23.0
1992,DR NIXON J R,14,403637.0,Named Doctor,1,DR R J POOL,R AND S NIXON,R NIXON LIMITED,16.425943,16.279577,16.279577,9.0,10.0,8.0
1993,DR NJ MUTTUCHUMARU,74,4673293.0,Named Doctor,1,DR NJ BHATT AND DR HM BENN,NJ NJ PROPERTY LIMITED,DR AND DR LIMITED,15.406761999999999,12.57296,10.106287,17.0,16.0,14.0
1994,DR NJ WILSON AND DR JF MATTHEWS,28,1054629.0,Named Doctor,1,DR NJ BHATT AND DR HM BENN,DR MATTHEWS AND PARTNER,DR DANIEL WILSON,23.471313000000002,23.225723000000002,22.819206,15.0,20.0,24.0
1995,DR NK AGARWAL,39,2465891.0,Named Doctor,1,DR AGARWAL NK AND PARTNER,DR KIRAN AGARWAL LIMITED,DR V AGARWALS PRACTICE,27.052155,18.204418,18.204418,16.0,13.0,12.0
1996,DR NK SHAMBHU AND UGARGOL,21,624321.0,Named Doctor,1,DR R P UGARGOL,DR IT NK LIMITED,DR AGARWAL NK AND PARTNER,20.750882999999998,17.436325,15.49937,13.0,19.0,15.0
1997,DR NL HALL AND PARTNER,29,1009194.0,Named Doctor,1,NL VILLAGE HALL,DR A AZAM AND PARTNERS,DR AHMED AND PARTNERS,16.620716,13.374683,13.374683,14.0,7.0,7.0
1998,DR NN PATEL,4,54287.0,Named Doctor,1,DR A PATEL,DR PM PATEL,DR VM PATEL,19.402061,16.977386,16.977386,2.0,2.0,2.0
1999,DR NN VAGHELA AND PARTNERS,50,3337287.0,Named Doctor,1,NN VAGHELAS PRACTICE,VAGHELA IT LIMITED,NN INVESTMENT PARTNERS BV,24.981888,15.664067000000001,15.260098999999999,13.0,16.0,15.0
2000,DR NOBLE AND PARTNERS,59,4806960.0,Named Doctor,1,NOBLE PARTNERS LIMITED,DR BARBARA NOBLE LIMITED,DR A AZAM AND PARTNERS,14.857304000000001,14.621188,13.374683,15.0,18.0,6.0
2001,DR NOORPURI AND PARTNERS,92,4529165.0,Named Doctor,1,DR A AZAM AND PARTNERS,DR AHMED AND PARTNERS,DR AKESTER AND PARTNERS,13.374683,13.374683,13.374683,8.0,8.0,7.0
2002,DR NORONHA,10,297794.0,Named Doctor,1,NORONHA LIMITED,NORONHA PRODUCTIONS LIMITED,NIGEL DE NORONHA CONSULTANCY LIMITED,16.798363000000002,14.699072,11.759821,11.0,22.0,27.0
2003,DR NORRIS,73,3298672.0,Named Doctor,1,JOHN NORRIS,JOSEPH NORRIS,NORRIS LIMITED,11.707218,11.707218,11.707218,4.0,6.0,11.0
2004,DR NORTH AND PARTNERS,86,3570020.0,Named Doctor,1,DR A AZAM AND PARTNERS,DR AHMED AND PARTNERS,DR AKESTER AND PARTNERS,13.374683,13.374683,13.374683,6.0,5.0,6.0
2005,DR NORTHOVER AND PARTNERS,48,3764220.0,Named Doctor,1,NORTHOVAL LIMITED,NORTHOVER LIMITED,DR A AZAM AND PARTNERS,14.701364000000002,14.701364000000002,13.374683,15.0,13.0,9.0
2006,DR NPS BEDI,12,410645.0,Named Doctor,1,BEDI AND BEDI LIMITED,NPS,DR NPS CONSULTANCY SERVICES LIMITED,17.215214000000003,15.057467,15.022232,14.0,8.0,26.0
2007,DR NT MISTRY AND PARTNER,19,648312.0,Named Doctor,1,DR S MISTRY LIMITED,DR A AZAM AND PARTNERS,DR AHMED AND PARTNERS,16.392704000000002,13.374683,13.374683,11.0,9.0,9.0
2008,DR NU HAQUE,40,1181113.0,Named Doctor,1,DR UI HAQUE N,NU NU LIMITED,NU NU NO LIMITED,17.521797,13.629926999999999,13.629926999999999,4.0,8.0,11.0
2009,DR NW BUNTING,16,639274.0,Named Doctor,1,DR SAM BUNTING LIMITED,DR NW OSBORNES PRACTICE,BUNT LIMITED,16.83527,13.106304,13.092449,11.0,13.0,11.0
2010,DR NYE M Y L,86,7980708.0,Named Doctor,1,L AND M Y ROGERSON LIMITED,Y A M,L 8 X M Y LIMITED,16.057335000000002,15.643598999999998,14.597831,20.0,9.0,11.0
2011,DR O A IRELEWUYI AND PARTNERS,142,4691084.0,Named Doctor,1,DR O S SINGH AND PARTNER,DR O BLACK LIMITED,DR O LOCUMS PRACTICE,17.005114000000003,13.656878,13.656878,11.0,20.0,19.0
2012,DR O C ATKINSON AND PARTNERS,39,3165716.0,Named Doctor,1,DR O S SINGH AND PARTNER,C C O A,O C C,17.005114000000003,15.639778,15.639778,8.0,22.0,24.0
2013,DR O D KHAN,138,2938994.0,Named Doctor,1,DR KHAN,DR SAMUEL AND DR KHAN,O KHAN LIMITED,18.987755,17.437298000000002,17.012653,4.0,11.0,13.0
2014,DR O IJAOLA,3,122409.0,Named Doctor,1,DR O BLACK LIMITED,DR O LOCUMS PRACTICE,DR O A AGBAJE AND CO LIMITED,13.656878,13.656878,12.291451,11.0,14.0,19.0
2015,DR O KELLY AND PARTNERS,230,9410836.0,Named Doctor,1,DR O S SINGH AND PARTNER,DR GRACE KELLY LIMITED,DR O BLACK LIMITED,17.005114000000003,14.438481,13.656878,8.0,15.0,14.0
2016,DR O P JACK AND PARTNER,38,1619636.0,Named Doctor,1,DR PAL P AND PARTNER,DR O S SINGH AND PARTNER,DR JACK LIMITED,17.243181,17.005114000000003,15.827884,7.0,6.0,13.0
2017,DR O SYKES,64,1854286.0,Named Doctor,1,DR O BLACK LIMITED,DR O LOCUMS PRACTICE,DR O A AGBAJE AND CO LIMITED,13.656878,13.656878,12.291451,11.0,14.0,22.0
2018,DR OATES AND PARTNERS,107,2519091.0,Named Doctor,1,OATES AND OATES LIMITED,OAT,OATS,14.977253,14.784745999999998,14.784745999999998,15.0,18.0,17.0
2019,DR OBINECHE,33,900092.0,Named Doctor,1,DR AND DR LIMITED,DR ANDERSON AND DR AHMED,DR DEGUN AND DR MACAULAY,10.106287,9.319778,9.319778,13.0,17.0,19.0
2020,DR OBONNA,42,773604.0,Named Doctor,1,DR R OBONNA,DR AND DR LIMITED,DR ANDERSON AND DR AHMED,23.344122,10.106287,9.319778,2.0,14.0,17.0
2021,DR OBRIEN D C AND DR MATIOPOULOU V,85,3420308.0,Named Doctor,1,DR V AZIZ,DR D AND DR A GUPTA LIMITED,DR C D SUTTON LIMITED,22.42736,21.920664000000002,21.196367000000002,28.0,22.0,26.0
2022,DR OBRIEN E F,85,5763282.0,Named Doctor,1,E A OBRIEN LIMITED,G F OBRIEN LIMITED,DR F KHAN,16.33898,14.929818,14.406560999999998,10.0,10.0,9.0
2023,DR OCONNELL P F AND PARTNERS,140,6607234.0,Named Doctor,1,DR PAL P AND PARTNER,F AND P PARTNERS LIMITED,P F PARTNERS LIMITED,17.243181,16.746086,16.746086,10.0,23.0,23.0
2024,DR ODRISCOLL,14,388181.0,Named Doctor,1,ODRISCOLL AND SONS LIMITED,ODRISCOLL COLLECTIVE LIMITED,ODRISCOLL CONSULTANCY LIMITED,13.618323,13.618323,13.618323,20.0,22.0,23.0
2025,DR OF WILSON AND PARTNERS,72,6524019.0,Named Doctor,1,DR DANIEL WILSON,WILSON PARTNERS LIMITED,WILSONS PARTNERS LIMITED,15.336316,13.745222,13.745222,19.0,18.0,18.0
2026,DR OGDEN L M AND PARTNERS,58,1131656.0,Named Doctor,1,DR L FREEMAN AND PARTNERS,L AND M PARTNERS LIMITED,DR S M CHEN AND PARTNER,17.562044,15.814337,15.113888000000001,9.0,20.0,10.0
2027,DR OJ PENNEY AND PARTNERS,244,11153085.0,Named Doctor,1,PENNEY FINANCIAL PARTNERS LIMITED,PENNEY IT LIMITED,PENNEY LIMITED,15.907791,13.718379999999998,13.718379999999998,21.0,16.0,16.0
2028,DR OJUKWU C I,16,475478.0,Named Doctor,1,DR C I OKOCHA LIMITED,I I C,I I C,15.928537,14.769395999999999,14.769395999999999,15.0,10.0,10.0
2029,DR OKOI PRACTICE,63,2156463.0,Named Doctor,1,DR A ARORAS PRACTICE,DR A CALOWS PRACTICE,DR A GUPTAS PRACTICE,14.632857999999999,14.632857999999999,14.632857999999999,7.0,7.0,8.0
2030,DR OLDROYD AND PTNRS,40,3623189.0,Named Doctor,1,DR AHMAD AND PTNRS,LUKE OLDROYD LIMITED,OLDROYD ASSOCIATES LIMITED,22.803747,12.746474000000001,12.746474000000001,6.0,12.0,19.0
2031,DR OLIVER AND PTRS,44,1664264.0,Named Doctor,1,DR INGRAM AND PTRS,DR OLIVE LIMITED,DR OLIVER DK,21.96968,15.497898999999999,15.497898999999999,6.0,8.0,7.0
2032,DR OLUREMI AGBAJE,1,34633.0,Named Doctor,1,OLUREMI LIMITED,DR O A AGBAJE AND CO LIMITED,AGBAJE MEDICAL LIMITED,18.126503,17.746418,14.699072,9.0,21.0,18.0
2033,DR ONEIL AND PTRS,44,2909269.0,Named Doctor,1,DR INGRAM AND PTRS,JORDAN PTRS LIMITED,PTRS HOLDINGS LIMITED,21.96968,14.486792999999999,14.486792999999999,5.0,16.0,16.0
2034,DR OP SHARMA,7,220775.0,Named Doctor,1,DR SHARMA,DR SHARMA AND PARTNERS,CO OP DR,20.853985,18.24786,17.283714,3.0,16.0,7.0
2035,DR ORRITT AND PARTNER,12,216838.0,Named Doctor,1,BRODYR ORRITT CYF,DR A AZAM AND PARTNERS,DR AHMED AND PARTNERS,15.861232999999999,13.374683,13.374683,15.0,7.0,7.0
2036,DR OS SAHOTA,50,1167556.0,Named Doctor,1,DR BS SAHOTAS PRACTICE,SAHOTA AND SAHOTA LIMITED,OS,17.143902,15.941628,14.235466,11.0,17.0,10.0
2037,DR OSAMA Z AND PARTNERS,45,3467351.0,Named Doctor,1,DR OSAMA AND PARTNERS LIMITED,DR Z LIMITED,DR Z AHMED LIMITED,25.507828,15.975485,14.200809,10.0,16.0,16.0
2038,DR OSBORNE N W AND PTNS,54,2643681.0,Named Doctor,1,DR N W DAVIES AND ASSOCIATES LIMITED,DR JASON OSBORNE LIMITED,DR NW OSBORNES PRACTICE,15.007307999999998,14.906467000000001,14.906467000000001,26.0,17.0,14.0
2039,DR OSHEA T S AND PARTNERS,171,6157698.0,Named Doctor,1,DR S BRINKSMAN AND PARTNERS,S AND T PARTNERS LIMITED,DR T P FOX AND PARTNERS,16.812948000000002,15.762215,15.741176999999999,10.0,21.0,8.0
2040,DR OTTMAN AND PARTNERS,110,6641077.0,Named Doctor,1,OTTMAN LIMITED,DR A AZAM AND PARTNERS,DR AHMED AND PARTNERS,18.126503,13.374683,13.374683,13.0,5.0,5.0
2041,DR OWEN AND PARTNERS,121,8560559.0,Named Doctor,1,DR GEORGE OWEN,OWEN AND PARTNERS LIMITED,DR VICTORIA OWEN LIMITED,16.236027,14.644932,14.432407000000001,14.0,11.0,18.0
2042,DR OWEN AND PTN,86,1706414.0,Named Doctor,1,PTN,PTN,DR GEORGE OWEN,17.681772,17.681772,16.236027,12.0,12.0,10.0
2043,DR OXFORDPARTNERS,1,30999.0,Named Doctor,1,DR AND DR LIMITED,DR ANDERSON AND DR AHMED,DR DEGUN AND DR MACAULAY,10.106287,9.319778,9.319778,13.0,18.0,19.0
2044,DR OZ QURESHI,37,996003.0,Named Doctor,1,DR OZ QURESHI,DR M QURESHI,OZ AND OZ LIMITED,30.206715000000003,19.301707999999998,14.728152,0.0,2.0,13.0
2045,DR P A C BAMFORD AND PARTNERS,94,4671700.0,Named Doctor,1,DR PAL P AND PARTNER,A P BAMFORD LIMITED,A C BAMFORD LIMITED,17.243181,16.859097,16.580694,11.0,16.0,15.0
2046,DR P A DENIS LE SEVE AND PARTNERS,75,6664677.0,Named Doctor,1,DR PAL P AND PARTNER,SEVE LIMITED,DR H P BORSE AND PARTNER,17.243181,17.102184,15.519194,14.0,26.0,14.0
